ID,brand,itemName,productLink,imageFileName,imageLinkBlob,colorHex,personalCol,category,price
outer_id_32,맨인스토어 프로덕트,스페셜 후드 바람막이_Black,https://www.musinsa.com/products/3865936,O32.jpg,https://chilldata.blob.core.windows.net/clothimage/O32.jpg,#1d1c1f,Winter Deep,outer,39900
outer_id_33,맨인스토어 프로덕트,VTG 워시드 스티치 워크 자켓_Charcoal,https://www.musinsa.com/products/4426202,O33.jpg,https://chilldata.blob.core.windows.net/clothimage/O33.jpg,#1e1e1e,Winter Deep,outer,79900
outer_id_34,프리즘웍스,METALLIC LEVEL 7 MONSTER PARKA _ WARM GRAY,https://www.musinsa.com/products/3612732,O34.jpg,https://chilldata.blob.core.windows.net/clothimage/O34.jpg,#aba290,Autumn Muted,outer,119000
outer_id_35,디미트리블랙,VLAD 스트라이프 로고 후드 집업_블랙&그레이,https://www.musinsa.com/products/4671560,O35.jpg,https://chilldata.blob.core.windows.net/clothimage/O35.jpg,#252625,Winter Deep,outer,38900
outer_id_36,키뮤어,(우먼) 서플러스 대디핏 울(WOOL) 싱글 맥시 코트_클라우드 크림,https://www.musinsa.com/products/3584988,O36.jpg,https://chilldata.blob.core.windows.net/clothimage/O36.jpg,#d6cfc3,Spring Light,outer,73100
outer_id_37,세터,코튼 워크 자켓 블랙,https://www.musinsa.com/products/4420758,O37.jpg,https://chilldata.blob.core.windows.net/clothimage/O37.jpg,#252628,Winter Deep,outer,223200
outer_id_38,몽돌,에코 벨벳 스웨이드 블레이저 자켓 카키 MDJK034KHAKI,https://www.musinsa.com/products/4696382,O38.jpg,https://chilldata.blob.core.windows.net/clothimage/O38.jpg,#3b3636,Winter Deep,outer,79000
outer_id_39,코드그라피,(우먼) WAVE 로고 크롭 후드 집업_3color,https://www.musinsa.com/products/3804294,O39.jpg,https://chilldata.blob.core.windows.net/clothimage/O39.jpg,#252427,Winter Deep,outer,59900
outer_id_40,키뮤어,울(WOOL) 후드 더플 하프 코트_네이비,https://www.musinsa.com/products/3585021,O40.jpg,https://chilldata.blob.core.windows.net/clothimage/O40.jpg,#1f2125,Winter Deep,outer,98900
outer_id_41,에잇세컨즈,컬러 플리스 베스트 블루,https://www.musinsa.com/products/4496765,O41.jpg,https://chilldata.blob.core.windows.net/clothimage/O41.jpg,#1c1512,Winter Deep,pants,19900
outer_id_42,트릴리온,코듀로이 카라 데님 집업 워크 자켓 (BLACK),https://www.musinsa.com/products/4287413,O42.jpg,https://chilldata.blob.core.windows.net/clothimage/O42.jpg,#282727,Winter Deep,outer,59000
outer_id_43,지오다노,[한소희 착용] 울 블레이저 374915 [3color],https://www.musinsa.com/products/4514347,O43.jpg,https://chilldata.blob.core.windows.net/clothimage/O43.jpg,#727f7b,Autumn Muted,outer,69000
outer_id_44,맨인스토어 프로덕트,프리미엄 울 블레이저 자켓 (woman)_Brown,https://www.musinsa.com/products/4568064,O44.jpg,https://chilldata.blob.core.windows.net/clothimage/O44.jpg,#1f1a16,Winter Deep,outer,59990
outer_id_45,아웃스탠딩,BOA FLEECE MOUNTAIN JACKET_BLACK,https://www.musinsa.com/products/2852434,O45.jpg,https://chilldata.blob.core.windows.net/clothimage/O45.jpg,#0e0f0f,Winter Deep,outer,75600
outer_id_46,더블유브이프로젝트,더프 헌팅자켓 카키 MJOT7770,https://www.musinsa.com/products/4742374,O46.jpg,https://chilldata.blob.core.windows.net/clothimage/O46.jpg,#474634,Autumn Deep,outer,83900
outer_id_47,트릴리온,유니섹스 플리스 더플 후드 코트 자켓 [블랙],https://www.musinsa.com/products/4515027,O47.jpg,https://chilldata.blob.core.windows.net/clothimage/O47.jpg,#111111,Winter Deep,outer,76000
outer_id_48,드헤베,Belted High-Neck Half Coat [Camel],https://www.musinsa.com/products/4535526,O48.jpg,https://chilldata.blob.core.windows.net/clothimage/O48.jpg,#715941,Autumn Muted,outer,166500
outer_id_49,플레이스 스튜디오,골덴카라 바버 코튼 코듀로이 트러커 자켓 [베이지],https://www.musinsa.com/products/4319576,O49.jpg,https://chilldata.blob.core.windows.net/clothimage/O49.jpg,#dccebc,Spring Light,outer,45440
outer_id_50,토피,오버핏 클래식 롱 파카 (BLACK),https://www.musinsa.com/products/4397922,O50.jpg,https://chilldata.blob.core.windows.net/clothimage/O50.jpg,#22211f,Winter Deep,outer,82900
outer_id_51,무신사 스탠다드,올마이티 블레이저 [블랙],https://www.musinsa.com/products/2318844,O51.jpg,https://chilldata.blob.core.windows.net/clothimage/O51.jpg,#181a1f,Winter Deep,outer,39190
outer_id_52,아이러니포르노 화이트라인,86-IRO327 유틸리티 헌팅 블루종 스웨이드 자켓 브라운,https://www.musinsa.com/products/4681154,O52.jpg,https://chilldata.blob.core.windows.net/clothimage/O52.jpg,#433028,Autumn Deep,outer,39900
outer_id_53,마인드브릿지,[무료반품] [YOUTH]두굿_몬스터다운파카 - 2color MXDJ8155,https://www.musinsa.com/products/3513966,O53.jpg,https://chilldata.blob.core.windows.net/clothimage/O53.jpg,#cacaca,Summer Muted,outer,99000
outer_id_54,어반디타입,[슈가커플 PICK] 헤비 스퀘어 후드 숏 패딩_블루,https://www.musinsa.com/products/4266424,O54.jpg,https://chilldata.blob.core.windows.net/clothimage/O54.jpg,#d4cdca,Spring Light,outer,38150
outer_id_55,맨인스토어 프로덕트,투웨이 커플 숏패딩_Beige,https://www.musinsa.com/products/3824871,O55.jpg,https://chilldata.blob.core.windows.net/clothimage/O55.jpg,#ebebeb,Spring Light,outer,39900
outer_id_56,막스마라,알바로 가디건 - 블랙 / 26346071600008,https://www.musinsa.com/products/4322383,O56.jpg,https://chilldata.blob.core.windows.net/clothimage/O56.jpg,#1c1c1c,Winter Deep,outer,271990
outer_id_57,나이키,[무료반품] 원 드라이핏 자켓 W - 화이트:블랙 / HQ3368-100,https://www.musinsa.com/products/4405487,O57.jpg,https://chilldata.blob.core.windows.net/clothimage/O57.jpg,#868992,Autumn Muted,outer,92650
outer_id_58,피지컬 에듀케이션 디파트먼트,[승관 PICK] BEAR PUFFER JACKET_BLACK,https://www.musinsa.com/products/4344365,O58.jpg,https://chilldata.blob.core.windows.net/clothimage/O58.jpg,#222221,Winter Deep,outer,69000
outer_id_59,맨인스토어 프로덕트,비건 스웨이드 크롭 바이커 자켓 _Dark Brown(woman),https://www.musinsa.com/products/4399376,O59.jpg,https://chilldata.blob.core.windows.net/clothimage/O59.jpg,#e8e7e5,Spring Light,outer,59900
outer_id_60,루시앙,GV 여성 롱 패딩,https://www.musinsa.com/products/4372578,O60.jpg,https://chilldata.blob.core.windows.net/clothimage/O60.jpg,#746752,Autumn Muted,outer,29900
outer_id_61,노스페이스,[무료반품] NJ4FP66B 스너그 플리스 자켓 /H,https://www.musinsa.com/products/4073508,O61.jpg,https://chilldata.blob.core.windows.net/clothimage/O61.jpg,#232733,Winter Deep,outer,79000
outer_id_62,프리즘웍스,METALLIC LEVEL 7 MONSTER PARKA _ TEAL,https://www.musinsa.com/products/3612731,O62.jpg,https://chilldata.blob.core.windows.net/clothimage/O62.jpg,#566976,Autumn Muted,outer,119000
outer_id_63,벰버,더블 브레스티드 버튼 하프 코트_블랙,https://www.musinsa.com/products/4650893,O63.jpg,https://chilldata.blob.core.windows.net/clothimage/O63.jpg,#13171c,Winter Deep,top,264600
outer_id_64,드로우핏,프리미어 퓨어 캐시미어 로브 더블 코트 [BLACK],https://www.musinsa.com/products/885715,O64.jpg,https://chilldata.blob.core.windows.net/clothimage/O64.jpg,#080c0d,Winter Deep,outer,215600
outer_id_65,룸페커,폴드 포켓 니트 후드 가디건,https://www.musinsa.com/products/4544315,O65.jpg,https://chilldata.blob.core.windows.net/clothimage/O65.jpg,#948a7f,Autumn Muted,outer,37500
outer_id_66,아디다스,스포츠 모터사이클 레더 재킷 - 브론즈브라운 / JD3779,https://www.musinsa.com/products/4589096,O66.jpg,https://chilldata.blob.core.windows.net/clothimage/O66.jpg,#ac7d33,Autumn Muted,outer,208990
outer_id_67,로제프란츠,Two-way Knit Cardigan [Sky Blue],https://www.musinsa.com/products/3827523,O67.jpg,https://chilldata.blob.core.windows.net/clothimage/O67.jpg,#7f94b8,Summer Muted,outer,68400
outer_id_68,플레이스 스튜디오,프린지 멀티 아웃 포켓 라운드 울 블렌드 트위드 자켓 [네이비],https://www.musinsa.com/products/4761350,O68.jpg,https://chilldata.blob.core.windows.net/clothimage/O68.jpg,#161824,Winter Deep,outer,45900
outer_id_69,플레이스 스튜디오,리버시블 스웨이드 후드 크롭 더플 코트 집업 자켓 3COLOR,https://www.musinsa.com/products/3691512,O69.jpg,https://chilldata.blob.core.windows.net/clothimage/O69.jpg,#363a43,Winter Deep,outer,67800
outer_id_70,더콜디스트모먼트,TCM ethnic hooded zip-up (black),https://www.musinsa.com/products/4684023,O70.jpg,https://chilldata.blob.core.windows.net/clothimage/O70.jpg,#0e0e0d,Winter Deep,outer,107100
outer_id_71,썸플레이스,리버시블 코튼 하이넥 레더 푸퍼 패딩 _ 2COLOR,https://www.musinsa.com/products/4596429,O71.jpg,https://chilldata.blob.core.windows.net/clothimage/O71.jpg,#282829,Winter Deep,outer,64350
outer_id_72,이지노이지,바시티 자켓 -브라운,https://www.musinsa.com/products/2834051,O72.jpg,https://chilldata.blob.core.windows.net/clothimage/O72.jpg,#594527,Autumn Deep,outer,63000
outer_id_73,디스이즈네버댓,PERTEX® EQ Wind Jacket Sage,https://www.musinsa.com/products/4735471,O73.jpg,https://chilldata.blob.core.windows.net/clothimage/O73.jpg,#7f786a,Autumn Muted,outer,199000
outer_id_74,디미트리블랙,페이드워싱 OG 데님 후드 집업_그레이,https://www.musinsa.com/products/3807577,O74.jpg,https://chilldata.blob.core.windows.net/clothimage/O74.jpg,#333334,Winter Deep,outer,39900
outer_id_75,지오다노,[한소희 착용] 울 싱글 롱코트 374916 [3color],https://www.musinsa.com/products/4518381,O75.jpg,https://chilldata.blob.core.windows.net/clothimage/O75.jpg,#03060a,Winter Deep,outer,99000
outer_id_76,맨인스토어 프로덕트,에센셜 오리털 크롭 숏패딩(woman)_Brown,https://www.musinsa.com/products/4709659,O76.jpg,https://chilldata.blob.core.windows.net/clothimage/O76.jpg,#13110d,Winter Deep,outer,69900
outer_id_77,나이스고스트클럽,3STAR LOGO ZIP HOODIE_BURGUNDY(NG2ESUM480A),https://www.musinsa.com/products/3776757,O77.jpg,https://chilldata.blob.core.windows.net/clothimage/O77.jpg,#683a43,Autumn Deep,outer,79200
outer_id_78,아웃스탠딩,WAPPEN COACH JACKET_BLACK,https://www.musinsa.com/products/4736356,O78.jpg,https://chilldata.blob.core.windows.net/clothimage/O78.jpg,#242628,Winter Deep,outer,97200
outer_id_79,무신사 스탠다드,데일리 푸퍼 미니멀 롱 패딩 파카 [다크 그레이],https://www.musinsa.com/products/4297635,O79.jpg,https://chilldata.blob.core.windows.net/clothimage/O79.jpg,#222325,Winter Deep,outer,65690
outer_id_80,키뮤어,부클 울(WOOL) 2-WAY 바이커 자켓_키위,https://www.musinsa.com/products/3487865,O80.jpg,https://chilldata.blob.core.windows.net/clothimage/O80.jpg,#816226,Autumn Deep,outer,49000
outer_id_81,세컨모놀로그,더블 어드저스트 버튼 숏 패딩 점퍼 [LBEIGE]_SEJP005LBEIGE,https://www.musinsa.com/products/4350255,O81.jpg,https://chilldata.blob.core.windows.net/clothimage/O81.jpg,#d9d6cc,Spring Light,outer,89200
outer_id_82,컬럼비아 유니버시티,3M THINSULATE™ CU CLASSIC LOGO LONG JACKET 그레이시카키,https://www.musinsa.com/products/3624841,O82.jpg,https://chilldata.blob.core.windows.net/clothimage/O82.jpg,#475049,Winter Deep,outer,119400
outer_id_83,무신사 스탠다드,울 블렌드 대디 숄더 롱 폴로 코트 [블랙],https://www.musinsa.com/products/4209277,O83.jpg,https://chilldata.blob.core.windows.net/clothimage/O83.jpg,#19181b,Winter Deep,outer,118690
outer_id_84,토피,W 2WAY 크롭 셔링 봄버 점퍼 (BLACK),https://www.musinsa.com/products/4397039,O84.jpg,https://chilldata.blob.core.windows.net/clothimage/O84.jpg,#202428,Winter Deep,outer,49900
outer_id_85,비슬로우,CASHMERE SINGLE ROBE COAT BROWN,https://www.musinsa.com/products/4452217,O85.jpg,https://chilldata.blob.core.windows.net/clothimage/O85.jpg,#30261f,Winter Deep,outer,215400
outer_id_86,지오다노,[변우석 착용] 밀리터리 후드 롱 파카 074929 [2color],https://www.musinsa.com/products/4620958,O86.jpg,https://chilldata.blob.core.windows.net/clothimage/O86.jpg,#151b18,Winter Deep,outer,99000
outer_id_87,키뮤어,쉘블록 2-WAY 보아퍼 숏패딩_아이보리,https://www.musinsa.com/products/2156482,O87.jpg,https://chilldata.blob.core.windows.net/clothimage/O87.jpg,#d7d3cc,Spring Light,outer,89900
outer_id_88,드헤베,시그니처 자켓 [Charcoal],https://www.musinsa.com/products/2977829,O88.jpg,https://chilldata.blob.core.windows.net/clothimage/O88.jpg,#3b3933,Winter Deep,outer,108000
outer_id_89,키뮤어,[S/S 프레젠테이션] 립스탑 셔링 윈드브레이커_5 COLOR,https://www.musinsa.com/products/3794839,O89.jpg,https://chilldata.blob.core.windows.net/clothimage/O89.jpg,#eaeae9,Spring Light,outer,35900
outer_id_90,유라고,Raglan padded long coat,https://www.musinsa.com/products/4468657,O90.jpg,https://chilldata.blob.core.windows.net/clothimage/O90.jpg,#534638,Autumn Deep,outer,140400
outer_id_91,플레이스 스튜디오,비건 레더 점퍼 오버핏 싱글 블루종 자켓 [브라운],https://www.musinsa.com/products/2702077,O91.jpg,https://chilldata.blob.core.windows.net/clothimage/O91.jpg,#645e4c,Autumn Muted,outer,44160
outer_id_92,마리떼,COLOR BLOCK RAGLAN CARDIGAN navy,https://www.musinsa.com/products/4321387,O92.jpg,https://chilldata.blob.core.windows.net/clothimage/O92.jpg,#d9cfc3,Spring Light,outer,175200
outer_id_93,클로엣,"미니멀 발마칸 하프 코트 -카멜 ,챠콜",https://www.musinsa.com/products/3654407,O93.jpg,https://chilldata.blob.core.windows.net/clothimage/O93.jpg,#1d242e,Winter Deep,outer,168350
outer_id_94,맨인스토어 프로덕트,빈티지 워싱 데님 워크 자켓_Dark blue,https://www.musinsa.com/products/3947124,O94.jpg,https://chilldata.blob.core.windows.net/clothimage/O94.jpg,#252525,Winter Deep,outer,59900
outer_id_95,무신사 스탠다드 우먼,우먼즈 데일리 푸퍼 숏 패딩 재킷 [애쉬 그레이],https://www.musinsa.com/products/3422198,O95.jpg,https://chilldata.blob.core.windows.net/clothimage/O95.jpg,#afb0b5,Summer Muted,outer,41890
outer_id_96,후드후드,패디드 워싱 워크 자켓 카키,https://www.musinsa.com/products/4481590,O96.jpg,https://chilldata.blob.core.windows.net/clothimage/O96.jpg,#41433a,Winter Deep,outer,131400
outer_id_97,마뗑킴,MATIN COATING CROP BLOUSON IN IVORY,https://www.musinsa.com/products/4449636,O97.jpg,https://chilldata.blob.core.windows.net/clothimage/O97.jpg,#fefefe,Summer Light,outer,158000
outer_id_98,웬즈데이오아시스,W/M-65피쉬테일 후드 패딩 야상 코트_KHAKI,https://www.musinsa.com/products/4546236,O98.jpg,https://chilldata.blob.core.windows.net/clothimage/O98.jpg,#454132,Autumn Deep,outer,132300
outer_id_99,어반디타입,패디드 플리스 바시티 자켓_네이비,https://www.musinsa.com/products/4252229,O99.jpg,https://chilldata.blob.core.windows.net/clothimage/O99.jpg,#101519,Winter Deep,outer,32700
outer_id_100,트릴리온,도밍고 피그먼트 2WAY 스웨트 후드 집업 (CHARCOAL),https://www.musinsa.com/products/4081482,O100.jpg,https://chilldata.blob.core.windows.net/clothimage/O100.jpg,#2f2e2c,Winter Deep,outer,49000
outer_id_101,르아르,에브리데이 라운드 니트 가디건 [그레이],https://www.musinsa.com/products/4315500,O101.jpg,https://chilldata.blob.core.windows.net/clothimage/O101.jpg,#6e6f73,Autumn Muted,top,48550
outer_id_102,하이스쿨디스코,버터플라이 디스코 덕다운 패딩_블랙,https://www.musinsa.com/products/4408784,O102.jpg,https://chilldata.blob.core.windows.net/clothimage/O102.jpg,#101114,Winter Deep,outer,66000
outer_id_103,카키포인트,Rivet Cotton Jacket (black),https://www.musinsa.com/products/4629426,O103.jpg,https://chilldata.blob.core.windows.net/clothimage/O103.jpg,#1a1a1c,Winter Deep,top,185250
outer_id_104,세터,테오 코튼 올 데이 후드 집업 클래식 네이비,https://www.musinsa.com/products/3450468,O104.jpg,https://chilldata.blob.core.windows.net/clothimage/O104.jpg,#232632,Winter Deep,outer,111800
outer_id_105,인더스트,오리지널 M65 피시테일 숏파카_블랙,https://www.musinsa.com/products/2859075,O105.jpg,https://chilldata.blob.core.windows.net/clothimage/O105.jpg,#fefefe,Summer Light,top,128000
outer_id_106,리마지,Fluffy Fleece Zip-up Jacket (Brown),https://www.musinsa.com/products/4668724,O106.jpg,https://chilldata.blob.core.windows.net/clothimage/O106.jpg,#947a69,Autumn Muted,outer,78000
outer_id_107,프렌치시크,벤리드 오버핏 투웨이 야상점퍼,https://www.musinsa.com/products/4393713,O107.jpg,https://chilldata.blob.core.windows.net/clothimage/O107.jpg,#1d1d18,Winter Deep,outer,61200
outer_id_108,엄브로,[데이식스 착용] HBL 노팅엄 스탠넥 웜업 바람막이 자켓 레드(UQ121CJK23),https://www.musinsa.com/products/3809579,O108.jpg,https://chilldata.blob.core.windows.net/clothimage/O108.jpg,#231f21,Winter Deep,pants,179000
outer_id_109,수아레,[무료반품][10% 쿠폰] 서스테인 발마칸 패딩 코트 - 2 COLOR,https://www.musinsa.com/products/4470056,O109.jpg,https://chilldata.blob.core.windows.net/clothimage/O109.jpg,#1b1a18,Winter Deep,skirt,119500
outer_id_110,키뮤어,빈티지 코튼 헌팅 워크 자켓_네이비,https://www.musinsa.com/products/4392789,O110.jpg,https://chilldata.blob.core.windows.net/clothimage/O110.jpg,#222222,Winter Deep,outer,72240
outer_id_111,네파,7J82073 여성 클라우드 튜브 롱 다운 자켓,https://www.musinsa.com/products/3636826,O111.jpg,https://chilldata.blob.core.windows.net/clothimage/O111.jpg,#d2d7d8,Summer Light,outer,164000
outer_id_112,비바셔스,Beau Leather Jacket CAMEL,https://www.musinsa.com/products/4460549,O112.jpg,https://chilldata.blob.core.windows.net/clothimage/O112.jpg,#6c513f,Autumn Muted,outer,88500
outer_id_113,메종미네드,DOODLE HEART REGLAN SWEAT ZIP UP HOODIE NAVY,https://www.musinsa.com/products/4468248,O113.jpg,https://chilldata.blob.core.windows.net/clothimage/O113.jpg,#1c385d,Winter Deep,top,76300
outer_id_114,토피,라이트웨이트 윈드 점퍼 (BLACK),https://www.musinsa.com/products/3051559,O114.jpg,https://chilldata.blob.core.windows.net/clothimage/O114.jpg,#202020,Winter Deep,pants,61900
outer_id_115,고스트리퍼블릭,YOSEMITE 래글런 트랙 후드집업 GHZ-276,https://www.musinsa.com/products/4342718,O115.jpg,https://chilldata.blob.core.windows.net/clothimage/O115.jpg,#9c9eab,Summer Muted,top,43600
outer_id_116,세터,플러피 울 플리스 니트 집업 브라운,https://www.musinsa.com/products/4453555,O116.jpg,https://chilldata.blob.core.windows.net/clothimage/O116.jpg,#2f2922,Winter Deep,outer,174300
outer_id_117,티메이커,여성) 크롭 플리스 자켓_RAE4TC2001IV,https://www.musinsa.com/products/3600896,O117.jpg,https://chilldata.blob.core.windows.net/clothimage/O117.jpg,#c6c3b7,Summer Muted,outer,53940
outer_id_118,수아레,[무료반품][10% 쿠폰] 프렌치 울 트위드 블레이저,https://www.musinsa.com/products/4384039,O118.jpg,https://chilldata.blob.core.windows.net/clothimage/O118.jpg,#282119,Winter Deep,outer,109900
outer_id_119,피파 1904,스위퍼 바라클라바 미들 다운 4종 택1,https://www.musinsa.com/products/4578571,O119.jpg,https://chilldata.blob.core.windows.net/clothimage/O119.jpg,#212024,Winter Deep,outer,59900
outer_id_120,키뮤어,커브드 오버핏 빅카라 집업_그레이,https://www.musinsa.com/products/3046702,O120.jpg,https://chilldata.blob.core.windows.net/clothimage/O120.jpg,#c2c2c0,Summer Muted,outer,39900
outer_id_121,토피,오버핏 라운드넥 니트 가디건 (BROWN),https://www.musinsa.com/products/3441716,O121.jpg,https://chilldata.blob.core.windows.net/clothimage/O121.jpg,#342a28,Winter Deep,top,59400
outer_id_122,썸플레이스,배색 골덴 카라 바버 헌팅 트러커 자켓 점퍼 [차콜],https://www.musinsa.com/products/4344269,O122.jpg,https://chilldata.blob.core.windows.net/clothimage/O122.jpg,#32332e,Winter Deep,outer,49800
